Primary Identifier	gene_symbol	description	massspec_evidence	go_annotation_mitochondrial	gfp_evidence	organism_name	mtstargetp	mtsmitoprot	mtsmitofates	cellular_location	cellular_location_evidence	mito_sublocation	mito_sublocation_evidence
YCR071C	IMG2	"Mitochondrial ribosomal protein of the large subunit; conserved in metazoa, with similarity to human mitochondrial ribosomal protein MRPL49"	4	TRUE	2	S. cerevisiae S288C	0.596	0.8852	0.973	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	"mass-spec;Gene Ontology"
YGR031W	IMO32	"Conserved mitochondrial protein of unknown function; processed by both mitochondrial processing peptidase and mitochondrial octapeptidyl aminopeptidase; gene contains the nested antisense gene NAG1"	4	TRUE	2	S. cerevisiae S288C	0.407	0.7867	0.842	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	mass-spec
YJR051W	OSM1	"Fumarate reductase, catalyzes the reduction of fumarate to succinate; required for the reoxidation of intracellular NADH under anaerobic conditions; mutations cause osmotic sensitivity; OSM1 has a paralog, FRD1, that arose from the whole genome duplication"	4	TRUE	2	S. cerevisiae S288C	0.211	0.3972	0.89	"mitochondrion;endoplasmic reticulum"	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	mass-spec
YPL188W	POS5	"Mitochondrial NADH kinase; phosphorylates NADH; also phosphorylates NAD(+) with lower specificity; required for the response to oxidative stress"	4	TRUE	2	S. cerevisiae S288C	0.689	0.7638	0.743	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YHR189W	PTH1	"One of two mitochondrially-localized peptidyl-tRNA hydrolases; dispensable for respiratory growth on rich medium, but required for respiratory growth on minimal medium; see also PTH2"	4	TRUE	2	S. cerevisiae S288C	0.234	0.1097	0.187	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix/mitochondrial inner membrane	mass-spec
YGL085W	LCL3	"Putative protein of unknown function; mutant has long chronological lifespan; has homology to Staphylococcus aureus nuclease; GFP-fusion protein localizes to mitochondria; is induced in response to the DNA-damaging agent MMS"	1	TRUE	2	S. cerevisiae S288C	0.059	0.0531	0.007	"mitochondrion;nucleus"	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix/mitochondrial inner membrane	mass-spec
YLR193C	UPS1	"Phosphatidic acid transfer protein; plays a role in phospholipid metabolism by transporting phosphatidic acid from the outer to the inner mitochondrial membrane; localizes to the mitochondrial intermembrane space; null mutant has altered cardiolipin and phosphatidic acid levels; ortholog of human PRELI"	1	TRUE	2	S. cerevisiae S288C	0.5	0.3237	0.38	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YBR238C		"Mitochondrial membrane protein; not required for respiratory growth but causes a synthetic respiratory defect in combination with rmd9 mutations; transcriptionally up-regulated by TOR; deletion increases life span; YBR238C has a paralog, RMD9, that arose from the whole genome duplication"	1	TRUE	2	S. cerevisiae S288C	0.625	0.392	0.273	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YML007C-A		"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria"	1	TRUE	2	S. cerevisiae S288C	0.827	0.9935	0.612	mitochondrion	"MassSpec;GFP;Gene Ontology"	-	-
YDR219C	MFB1	"Mitochondria-associated F-box protein; involved in maintenance of normal mitochondrial morphology; interacts with Skp1p through the F-box motif; preferentially localizes to the mother cell during budding"	1	TRUE	2	S. cerevisiae S288C	0.033	0.186	0.008	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial outer membrane	Gene Ontology
YMR059W	SEN15	"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease is composed of Sen2p, Sen15p, Sen34p, and Sen54p"	1	TRUE	2	S. cerevisiae S288C	0.022	0.0408	0	"mitochondrion;nucleus"	"MassSpec;GFP;Gene Ontology"	mitochondrial outer membrane	"mass-spec;Gene Ontology"
YDR125C	ECM18	"Protein of unknown function; ECM18 has a paralog, ICT1, that arose from the whole genome duplication"	1	TRUE	2	S. cerevisiae S288C	0.618	0.7147	0.376	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix/mitochondrial inner membrane	mass-spec
YLR204W	QRI5	"Mitochondrial inner membrane protein; required for accumulation of spliced COX1 mRNA; may have an additional role in translation of COX1 mRNA"	1	TRUE	2	S. cerevisiae S288C	0.84	0.984	0.948	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	Gene Ontology
YGR183C	QCR9	"Subunit 9 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; required for electron transfer at the ubiquinol oxidase site of the complex"	4	TRUE	2	S. cerevisiae S288C	0.25	0.6077	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YLR382C	NAM2	"Mitochondrial leucyl-tRNA synthetase; also has a direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance"	4	TRUE	2	S. cerevisiae S288C	0.566	0.8549	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YPL040C	ISM1	"Mitochondrial isoleucyl-tRNA synthetase; null mutant is deficient in respiratory growth"	4	TRUE	2	S. cerevisiae S288C	0.776	0.9188	0.99	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YCR024C	SLM5	Mitochondrial asparaginyl-tRNA synthetase	4	TRUE	2	S. cerevisiae S288C	0.583	0.5178	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YPL029W	SUV3	"ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron"	4	TRUE	2	S. cerevisiae S288C	0.751	0.8909	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial nucleoid;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YLR105C	SEN2	"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen2p contains the active site for tRNA 5' splice site cleavage and has similarity to Sen34p and to Archaeal tRNA splicing endonuclease"	4	TRUE	2	S. cerevisiae S288C	0.141	0.0278	0.004	"mitochondrion;nucleus"	"MassSpec;GFP;Gene Ontology"	mitochondrial outer membrane	"mass-spec;Gene Ontology"
YKL194C	MST1	"Mitochondrial threonyl-tRNA synthetase; aminoacylates both the canonical threonine tRNA tT(UGU)Q1 and the unusual threonine tRNA tT(UAG)Q2 in vitro"	4	TRUE	2	S. cerevisiae S288C	0.943	0.9978	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YPR140W	TAZ1	"Lyso-phosphatidylcholine acyltransferase; required for normal phospholipid content of mitochondrial membranes; major determinant of the final acyl chain composition of the mitochondrial-specific phospholipid cardiolipin; mutations in human ortholog tafazzin cause Barth syndrome, a rare X-linked disease characterized by skeletal and cardiomyopathy and bouts of cyclic neutropenia"	4	TRUE	2	S. cerevisiae S288C	0.138	0.4333	0.012	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space;mitochondrial outer membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YMR282C	AEP2	"Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader"	4	TRUE	2	S. cerevisiae S288C	0.894	0.9931	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YPL172C	COX10	"Heme A:farnesyltransferase; catalyzes the first step in the conversion of protoheme to the heme A prosthetic group required for cytochrome c oxidase activity; human ortholog is associated with mitochondrial disorders"	4	TRUE	2	S. cerevisiae S288C	0.501	0.7866	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YLR390W	ECM19	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	4	TRUE	2	S. cerevisiae S288C	0.122	0.048	0.005	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	mass-spec
YMR287C	DSS1	"3'-5' exoribonuclease; component of the mitochondrial degradosome along with the ATP-dependent RNA helicase Suv3p; the degradosome associates with the ribosome and mediates turnover of aberrant or unprocessed RNAs"	4	TRUE	2	S. cerevisiae S288C	0.848	0.9966	0.897	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial matrix	Gene Ontology
YOL023W	IFM1	Mitochondrial translation initiation factor 2	4	TRUE	2	S. cerevisiae S288C	0.76	0.9199	0.996	mitochondrion	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	mass-spec
YJL112W	MDV1	"Peripheral protein of cytosolic face of mitochondrial outer membrane; required for mitochondrial fission; interacts with Fis1p and with the dynamin-related GTPase Dnm1p; contains WD repeats; MDV1 has a paralog, CAF4, that arose from the whole genome duplication"	4	TRUE	2	S. cerevisiae S288C	0.072	0.3151	0.116	mitochondrion	"MassSpec;GFP;Gene Ontology"	mitochondrial outer membrane	"mass-spec;Gene Ontology"
YOR205C	GEP3	"Protein required for mitochondrial ribosome small subunit biogenesis; null mutant is defective in respiration and in maturation of 15S rRNA; protein is localized to the mitochondrial inner membrane; null mutant interacts synthetically with prohibitin (Phb1p)"	4	TRUE	2	S. cerevisiae S288C	0.708	0.913	0.859	"cytosol;mitochondrion"	"MassSpec;GFP;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YOR090C	PTC5	"Mitochondrial type 2C protein phosphatase (PP2C); involved in regulation of pyruvate dehydrogenase activity by dephosphorylating the serine 133 of the Pda1p subunit; localizes to the intermembrane space and is imported via the presequence pathway and processed by the inner membrane protease (Imp1p-Imp2p); acts in concert with kinases Pkp1p and Pkp2p and phosphatase Ptc6p"	4	TRUE	0	S. cerevisiae S288C	0.559	0.9937	0.858	mitochondrion	"MassSpec;Gene Ontology"	"intermembrane space;mitochondrial intermembrane space;mitochondrial matrix;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YER168C	CCA1	"ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus, cytosol, and mitochondrion are generated via the use of multiple transcriptional and translational start sites"	4	TRUE	0	S. cerevisiae S288C	0.48	0.9561	0.996	"mitochondrion;nucleus"	"MassSpec;Gene Ontology"	"mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YBR106W	PHO88	"Probable membrane protein; involved in phosphate transport; role in the maturation of secretory proteins; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations"	4	TRUE	0	S. cerevisiae S288C	0.027	0.7685	0.007	"mitochondrion;endoplasmic reticulum"	"MassSpec;Gene Ontology"	mitochondrial outer membrane	mass-spec
YFL036W	RPO41	"Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex, enhancing DNA bending and melting to facilitate pre-initiation open complex formation"	4	TRUE	0	S. cerevisiae S288C	0.862	0.9753	0.999	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial inner membrane;mitochondrial nucleoid;mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YOR020W-A		"Putative protein of unknown function; conserved in A. gossypii; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	4	TRUE	0	S. cerevisiae S288C	0.117	0.1194	0.021	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YDR381C-A		"Protein of unknown function; localized to the mitochondrial outer membrane"	4	TRUE	0	S. cerevisiae S288C	0.192	0.5074	0.262	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial outer membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YJL133C-A		"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	4	TRUE	0	S. cerevisiae S288C	0.852	0.885	0.996	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial outer membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
YMR152W	YIM1	"Protein of unknown function; null mutant displays sensitivity to DNA damaging agents; may have a role in lipid metabolism, based on localization to lipid droplets; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress"	4	TRUE	0	S. cerevisiae S288C	0.078	0.1034	0	mitochondrion	"MassSpec;Gene Ontology"	mitochondrial outer membrane	mass-spec
YCL057C-A	MIC10	"Conserved component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane; ortholog of human MINOS1"	4	TRUE	0	S. cerevisiae S288C	0.214	0.0069	0	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	"mass-spec;Gene Ontology"
YPL224C	MMT2	"Putative metal transporter involved in mitochondrial iron accumulation; MMT2 has a paralog, MMT1, that arose from the whole genome duplication"	4	TRUE	0	S. cerevisiae S288C	0.4	0.9538	0.469	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	mass-spec
YGR236C	SPG1	"Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	4	TRUE	0	S. cerevisiae S288C	0.337	0.1967	0.012	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial inner membrane;mitochondrial intermembrane space/mitochondrial inner membrane"	mass-spec
YER087W	AIM10	"Protein with similarity to tRNA synthetases; non-tagged protein is detected in purified mitochondria; null mutant is viable and displays elevated frequency of mitochondrial genome loss"	4	TRUE	0	S. cerevisiae S288C	0.579	0.8214	0.996	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	mass-spec
YLR251W	SYM1	"Protein required for ethanol metabolism; induced by heat shock and localized to the inner mitochondrial membrane; homologous to mammalian peroxisomal membrane protein Mpv17"	4	TRUE	0	S. cerevisiae S288C	0.225	0.8297	0.216	mitochondrion	"MassSpec;Gene Ontology"	mitochondrial inner membrane	"mass-spec;Gene Ontology"
YHR091C	MSR1	"Mitochondrial arginyl-tRNA synthetase; mutations in human ortholog are associated with pontocerebellar hypoplasia type 6; MSR1 has a paralog, YDR341C, that arose from the whole genome duplication"	4	TRUE	0	S. cerevisiae S288C	0.7	0.5744	0.996	mitochondrion	"MassSpec;Gene Ontology"	"mitochondrial matrix/mitochondrial inner membrane;mitochondrial matrix"	"mass-spec;Gene Ontology"
